SJEU8777103: 28.233.918/3530-92<->65.419.099/1075-13
KMTU5031022: 4290kg (31%)
VOGZ2784633: 6089kg (31%)
SKKJ2629563: 9122kg (31%)
BAAJ5396457: 6511kg (31%)
GQQU5576361: 8589kg (31%)
HPRJ2572659: 7547kg (31%)
SKQU9809667: 6498kg (31%)
BEOJ6219366: 6376kg (31%)
ITUZ4585637: 8926kg (31%)
WNRZ1205546: 4766kg (31%)
IBIU8010752: 3422kg (31%)
ZDRU8745083: 4400kg (31%)
XXVU8846545: 6521kg (31%)
EZIJ0904416: 9000kg (31%)
CANU2098607: 5965kg (31%)
ZXNZ0858993: 6159kg (31%)
CKSZ0341277: 7091kg (31%)
WEQZ2634262: 5857kg (31%)
ZAEZ6948299: 6143kg (31%)
EPAZ9808708: 5102kg (31%)
UBSJ9839750: 4034kg (31%)
EGMZ6069471: 4236kg (31%)
VAWU0419681: 4055kg (31%)
FKQJ5002918: 5896kg (31%)
ODYZ1401307: 6065kg (31%)
AYPU8590662: 3759kg (31%)
ARAZ9665685: 4967kg (31%)
CTQZ0819036: 8875kg (31%)
DVGZ9669913: 6742kg (31%)
UGEJ4365674: 8278kg (31%)
UULU9956461: 6546kg (31%)
OBOJ5759343: 8459kg (31%)
CPBU0929761: 8198kg (31%)
BCZJ7526400: 7104kg (31%)
UCJU5423873: 5045kg (31%)
XBPU4125276: 6641kg (31%)
PEQU1673732: 8064kg (31%)
FJBU8258217: 6836kg (31%)
CSFZ0971956: 8975kg (31%)
VEVU2256986: 6262kg (31%)
IRCU6330394: 7613kg (31%)
PDRU0470707: 8003kg (31%)
DSYJ9334605: 5993kg (31%)
XFWJ3504068: 6049kg (31%)
JYYJ3097378: 7613kg (31%)
LIFU0092610: 5521kg (31%)
TYIU1213053: 6239kg (31%)
PRHJ4160362: 8729kg (31%)
JCHU3396281: 6268kg (31%)
MALU6520836: 7042kg (31%)
SPMZ2004726: 5468kg (31%)
PITJ2640899: 4579kg (31%)
SMSJ9086863: 5125kg (31%)
AWMJ4366452: 5677kg (31%)
ZNLU4597777: 8317kg (31%)
HPVJ4391302: 5549kg (31%)
MCKJ1326999: 8661kg (31%)
LKFJ2289962: 6683kg (31%)
TNUU2502872: 6327kg (31%)
YBFZ5057893: 7521kg (31%)
XFIU1716558: 6706kg (31%)
WDAZ6816129: 7718kg (31%)
IVCJ0323897: 6288kg (31%)
AREZ8833702: 5439kg (31%)
ZFDU6468828: 8943kg (31%)
FTPZ0504535: 7061kg (31%)
MSNU7332569: 4145kg (31%)
VYCZ9120472: 8315kg (31%)
NKCJ7406288: 5927kg (31%)
CXZU2611016: 6721kg (31%)
QHNU9155756: 4554kg (31%)
JQBZ2890901: 8017kg (31%)
IHTU3162380: 5399kg (31%)
CPLU2435825: 8106kg (31%)
LNYZ8476085: 7129kg (31%)
YUAU7416698: 5480kg (31%)
EHBJ3169507: 5063kg (31%)
OTQJ9797873: 8503kg (31%)
ASRJ3413064: 8050kg (31%)
RZMJ3520511: 7406kg (31%)
EUQJ4150098: 7388kg (31%)
BHJJ5242794: 5053kg (31%)
BOEJ9156202: 7659kg (31%)
NISZ1779036: 9148kg (31%)
TIFJ3130704: 6818kg (31%)
YNCJ8711881: 4872kg (31%)
KJZJ1936594: 7784kg (31%)
NOFZ5885239: 6497kg (31%)
QZHU2335132: 4902kg (31%)
KAKZ7210675: 5929kg (31%)
GFHU7983190: 8116kg (31%)
FCLJ7618092: 4973kg (31%)
QQHJ6042076: 7251kg (31%)
AXMU2183706: 5569kg (31%)
PXYU6328626: 4266kg (31%)
EIVU5082380: 9020kg (31%)
CSBU9294417: 8985kg (31%)
KEFZ5402899: 7505kg (31%)
CFXU3556512: 6182kg (31%)
VVNU5704507: 7418kg (31%)
BUGJ5291325: 8227kg (31%)
GQYZ2132102: 6013kg (31%)
XFDU2610997: 4179kg (31%)
QEXJ2158650: 8130kg (31%)
LJDZ0952275: 8421kg (31%)
HFBJ4711463: 5808kg (31%)
ABQJ6653294: 6442kg (31%)
KAGJ3059499: 5467kg (31%)
XUUJ9564048: 6286kg (31%)
FNVJ0452814: 6629kg (30%)
BTRU6988780: 8962kg (30%)
JGMJ2968007: 3719kg (30%)
ZBYZ3348279: 6709kg (30%)
EEBZ6955400: 4723kg (30%)
PYPJ6046604: 7741kg (30%)
ZUQZ9310680: 7720kg (30%)
SMDJ6343102: 6335kg (30%)
FDBU3040730: 4739kg (30%)
QGPU7887422: 3041kg (30%)
KJCU4142044: 8308kg (30%)
EUDU8946384: 5958kg (30%)
IOOU3761259: 8757kg (30%)
CGVU8336273: 8330kg (30%)
WFHJ2977057: 7336kg (30%)
RNUJ5257124: 4819kg (30%)
BSJU2593797: 5050kg (30%)
BNVJ2176808: 5867kg (30%)
VPTZ4060513: 5946kg (30%)
PQUJ2544707: 4466kg (30%)
TIDZ6506747: 8767kg (30%)
YZGU0793345: 8828kg (30%)
OMNJ2591714: 6067kg (30%)
XZIJ4903676: 3791kg (30%)
OWQZ3032442: 4840kg (30%)
MRKJ1774177: 5898kg (30%)
EMBJ0568056: 6197kg (30%)
ZKDJ3796551: 6010kg (30%)
CKKJ2660144: 6033kg (30%)
CILZ9992385: 6012kg (30%)
LTAJ5930350: 5251kg (30%)
MLJJ5876594: 7420kg (30%)
IPJZ6798208: 4851kg (30%)
DYUJ2123658: 7990kg (30%)
ZXSU3355044: 6200kg (30%)
FQYU9350353: 3412kg (30%)
WOVU1027297: 4717kg (30%)
WNUU6710548: 8573kg (30%)
RBDU4306709: 4740kg (30%)
CYUZ6648319: 5713kg (30%)
BSTU7374792: 6753kg (30%)
NCOZ4002856: 6634kg (30%)
MVHJ0594675: 6547kg (30%)
ETSJ7947518: 6327kg (30%)
SPPZ1578062: 6364kg (30%)
GBPZ2499541: 3874kg (30%)
WCZU6019079: 4526kg (30%)
VSCJ7319083: 6347kg (30%)
JRCJ0369034: 7250kg (30%)
XHZJ6655690: 7524kg (30%)
CLVJ0246182: 4622kg (30%)
WJTU7518598: 8666kg (30%)
DVHU2847602: 5867kg (30%)
ZQSZ6624705: 8729kg (30%)
KCTU4199047: 7121kg (30%)
LWOZ8608120: 8555kg (30%)
RCWU1987287: 4383kg (30%)
LJTU0902141: 7187kg (30%)
WRMZ7544744: 5663kg (30%)
SVBZ4765641: 3554kg (30%)
XAEU1265161: 7475kg (30%)
AGZU8031592: 5455kg (30%)
BVWZ0799966: 7774kg (30%)
XVIU8598871: 4342kg (30%)
ZVLJ6831711: 8309kg (30%)
PVJU0728333: 6604kg (30%)
KKUJ0636374: 6031kg (30%)
TUJZ8170772: 4752kg (30%)
UFWU2223035: 8022kg (30%)
KAMJ2891191: 3667kg (30%)
OSZU1179167: 7727kg (30%)
QTXZ9721880: 5443kg (30%)
RRTZ2145024: 5076kg (30%)
HSDZ2118726: 8009kg (30%)
WNEU9347295: 7544kg (30%)
TDGZ7474848: 4082kg (30%)
JLKU1993852: 6139kg (30%)
JTYU2250630: 8403kg (30%)
PWIZ9840001: 6815kg (30%)
HRJJ3031890: 5278kg (30%)
ZEQZ3014816: 4016kg (30%)
KSGU4018079: 4865kg (30%)
TSGZ2294182: 4787kg (30%)
XUCU9290722: 4314kg (30%)
HJVJ9084429: 5892kg (30%)
ETUZ2498290: 6595kg (30%)
BZUU3679534: 4499kg (30%)
GAKJ4940362: 5911kg (30%)
POUZ1747598: 5227kg (30%)
FCRU0496138: 6443kg (30%)
MJCU8864337: 5744kg (30%)
SCMU2750043: 5318kg (30%)
ZAGZ3708825: 8155kg (30%)
BUGU9814916: 6449kg (30%)
DZKU7222484: 3129kg (30%)
KHKJ4339102: 8477kg (30%)
HURJ3939378: 5607kg (30%)
BWQJ0921352: 7724kg (30%)
IKZU0851514: 3424kg (30%)
DWUJ0557303: 5125kg (30%)
GEMU4007115: 7673kg (30%)
AEUZ6577376: 8319kg (30%)
LJUU6049765: 5444kg (30%)
WAPU5648728: 8415kg (30%)
JXRZ6067853: 7935kg (30%)
APLJ3813758: 5940kg (30%)
CANU6183594: 5793kg (30%)
ZCLU0383983: 7228kg (30%)
ZZQZ5943002: 6435kg (30%)
TOEJ3969802: 5428kg (30%)
BQYU3220399: 5475kg (30%)
ISKU3336336: 8821kg (30%)
QMSZ6215904: 8632kg (30%)
YBEU8465893: 5737kg (30%)
PCVJ4686403: 8030kg (30%)
HRDU2310448: 6819kg (30%)
AHYU5212248: 7959kg (29%)
XXXU9619724: 3522kg (29%)
DNJU4205575: 5422kg (29%)
STXJ8710944: 7886kg (29%)
UYJU2465072: 4969kg (29%)
JDUZ8236442: 7199kg (29%)
CWSJ6235477: 5082kg (29%)
FJXZ4519206: 5218kg (29%)
JAGU7352176: 3542kg (29%)
LRDU8453796: 3776kg (29%)
PETU9252002: 3336kg (29%)
HBCU3549377: 7405kg (29%)
DGQU0503639: 6177kg (29%)
VUJU7112442: 7461kg (29%)
SGDU0046425: 7166kg (29%)
ZRGU6220059: 4252kg (29%)
PLGZ7788076: 5135kg (29%)
TRJZ5414124: 6342kg (29%)
EGEJ8602145: 6338kg (29%)
OVZZ7868332: 6490kg (29%)
ULMJ9468972: 4147kg (29%)
FLWZ6128948: 8132kg (29%)
FKWU0191151: 6471kg (29%)
EZFZ7821068: 8635kg (29%)
NMXZ2895269: 4844kg (29%)
OCQZ7564976: 7567kg (29%)
EXMU9976942: 6036kg (29%)
IQKZ5386803: 7720kg (29%)
FVSJ9107043: 7575kg (29%)
KWZU4474105: 6219kg (29%)
SNZU3639734: 6537kg (29%)
OOCU7606699: 5964kg (29%)
SWJZ2101430: 7152kg (29%)
RCQJ7090507: 6677kg (29%)
TCSJ6983444: 8536kg (29%)
FMBZ8073749: 8349kg (29%)
BBFZ0332697: 5125kg (29%)
NMJJ9423193: 6609kg (29%)
CZWU4322459: 5276kg (29%)
TPWJ4459882: 7966kg (29%)
WQYZ3813404: 8665kg (29%)
TTVU9933004: 4762kg (29%)
ISRJ8719812: 3863kg (29%)
LIFJ4807476: 5708kg (29%)
OVWZ1884044: 4415kg (29%)
ZENU8046174: 6795kg (29%)
OURU3302880: 6833kg (29%)
DXBJ2727413: 7181kg (29%)
VJEU9990615: 8411kg (29%)
JPGU8974461: 8296kg (29%)
WSRZ2938504: 6533kg (29%)
RHJU0316650: 5108kg (29%)
WJGJ9639298: 6685kg (29%)
UGKZ3761179: 4533kg (29%)
ATIZ5739149: 4201kg (29%)
ALMU8607540: 6084kg (29%)
EUAJ2236440: 7979kg (29%)
LISU8284764: 5155kg (29%)
QKEU9077709: 7662kg (29%)
EGRJ2641919: 8220kg (29%)
WYVU1709556: 4098kg (29%)
CTBJ2138513: 7090kg (29%)
XXVJ0053826: 8320kg (29%)
ZQLU6653632: 6631kg (29%)
RFEJ4403322: 3907kg (29%)
NOMU3892360: 8357kg (29%)
ZMVU8410144: 5750kg (29%)
IETZ9574173: 7815kg (29%)
XPLU3073750: 5927kg (29%)
XXZU7991980: 6384kg (29%)
WCDZ6008814: 4819kg (29%)
VVAU9465025: 6279kg (29%)
NOGZ9898814: 7839kg (29%)
SUIJ7254249: 3031kg (29%)
IKFU1606423: 6147kg (29%)
WSPU9452580: 8247kg (29%)
HLQZ8948736: 5569kg (29%)
QFJJ8166091: 3261kg (29%)
HSUU9969250: 7601kg (29%)
JARJ0079227: 6384kg (29%)
YMCU5037168: 7782kg (29%)
OEPJ7741296: 6065kg (29%)
HQMU0294064: 5286kg (29%)
ESTU2805789: 6002kg (29%)
EBUJ5342013: 3878kg (29%)
WIUZ4889540: 8003kg (29%)
MNTU3172126: 4311kg (29%)
NURU0551080: 6849kg (29%)
HCRJ8625568: 4895kg (29%)
KTLU0520327: 4455kg (29%)
LSZZ5902628: 5800kg (29%)
FXNZ4386305: 6380kg (29%)
DWFU9147598: 5164kg (29%)
PQXU3179306: 4570kg (29%)
KOQZ6739575: 3624kg (29%)
NNHJ4492707: 7582kg (29%)
UZNZ3538097: 6142kg (29%)
DUWJ6086132: 6396kg (29%)
AHEJ4410857: 4685kg (29%)
MBEJ8386570: 6300kg (29%)
XDFU1743147: 3111kg (29%)
TTWU4423906: 2926kg (29%)
AIRZ2588523: 6360kg (29%)
VLHJ7866723: 7498kg (29%)
SWNU4477455: 6353kg (29%)
IJPU0615090: 6239kg (29%)
QXZJ4804523: 5072kg (29%)
RXXZ1380807: 6621kg (29%)
AKNZ8421577: 4886kg (29%)
HESJ8638221: 3360kg (29%)
ASOU4589479: 7994kg (29%)
VQCZ2211922: 6805kg (29%)
DKEZ6589901: 5513kg (29%)
ZJBZ3273730: 4277kg (29%)
ZWZJ1637879: 7324kg (29%)
JBRZ1662758: 5899kg (29%)
SQXZ1840750: 5602kg (28%)
NVAU4101432: 7977kg (28%)
GVXU0631259: 4970kg (28%)
NXCJ1447982: 7973kg (28%)
OHDZ0279695: 5506kg (28%)
NXPU3023050: 4182kg (28%)
IWAJ3018034: 7397kg (28%)
CZOJ1683577: 5381kg (28%)
BZLJ9325558: 6290kg (28%)
JCHZ4632507: 4039kg (28%)
OGIU5479188: 5595kg (28%)
FOYJ0846726: 4753kg (28%)
SDXZ0904843: 7589kg (28%)
BCBU9234880: 7753kg (28%)
BFJZ9454749: 6818kg (28%)
TPBJ5907395: 6818kg (28%)
WNQU7496644: 6153kg (28%)
JSOZ6403558: 6599kg (28%)
BVHU8793662: 6441kg (28%)
JKXU0562379: 5743kg (28%)
JGMJ3517647: 5803kg (28%)
SIGU4943995: 5163kg (28%)
AUHJ3770375: 7260kg (28%)
FZAU8886908: 5017kg (28%)
YIXU9474561: 5625kg (28%)
VLTU5039451: 4375kg (28%)
DJNU8143184: 4369kg (28%)
ALHZ1276967: 5695kg (28%)
DNHU9032790: 6065kg (28%)
LJSU3100764: 6058kg (28%)
HWKZ3849972: 5938kg (28%)
NARJ7254693: 6959kg (28%)
AEMU0412094: 7597kg (28%)
PHFJ9703366: 6469kg (28%)
OTAZ2616727: 5357kg (28%)
EVGU0476257: 4256kg (28%)
IMNU0791731: 6439kg (28%)
KMJJ4641773: 4928kg (28%)
OGKU4159202: 2897kg (28%)
DODJ5058416: 6944kg (28%)
FAWU3696998: 5215kg (28%)
YYHZ0880597: 6696kg (28%)
JELU1132454: 3074kg (28%)
VSNU2068933: 8128kg (28%)
QHKU5166056: 3866kg (28%)
MKSU2842698: 4334kg (28%)
RGLU8311722: 4076kg (28%)
BQDU5334846: 6411kg (28%)
PFZJ1833935: 6389kg (28%)
LOYZ6354855: 7446kg (28%)
YOWZ3112310: 7596kg (28%)
PNZU9518213: 6924kg (28%)
DGYU3290192: 3557kg (28%)
NQVJ9279531: 8358kg (28%)
CICZ8125902: 4240kg (28%)
QLKJ0112937: 7638kg (28%)
FYYJ8296599: 7980kg (28%)
ENOU1061724: 5873kg (28%)
OMRZ9894511: 5026kg (28%)
WFFU4857359: 5366kg (28%)
AREU1514017: 5303kg (28%)
MIEJ0860905: 4163kg (28%)
SDVU5289464: 5707kg (28%)
MMCU3294474: 6031kg (28%)
OGIJ8337391: 3899kg (28%)
BQTU2255428: 5610kg (28%)
NBFZ3607277: 3817kg (28%)
BVKJ2338422: 6316kg (28%)
EICJ9450839: 4719kg (28%)
QAJZ2906724: 4964kg (28%)
OGKU6935641: 5879kg (28%)
JWTZ3733965: 4975kg (28%)
UFPJ8847698: 5768kg (28%)
KXDJ9467378: 4490kg (28%)
MMGZ4477081: 6425kg (28%)
GELU7672408: 3937kg (28%)
FSXZ8540267: 6367kg (28%)
MJKU4369724: 6252kg (28%)
HIIJ5669570: 6726kg (28%)
CXNJ0336450: 5938kg (28%)
FAYZ2056702: 4519kg (28%)
UHSJ6023742: 5832kg (28%)
YNRU8296421: 8154kg (28%)
TWXZ1791105: 6880kg (28%)
SEMJ9089247: 5502kg (28%)
CUYZ4028101: 6326kg (28%)
CXHU0394391: 7932kg (28%)
MCQZ8706916: 6054kg (28%)
LLCU7780589: 4258kg (28%)
LLWJ0949063: 4970kg (28%)
QIOU4824097: 6653kg (28%)
FWPJ3594266: 4883kg (28%)
OGHJ5870104: 8283kg (28%)
PSGJ3759017: 7690kg (28%)
WDRZ1923904: 5325kg (28%)
COKU7004459: 4070kg (28%)
WTCJ3078825: 6111kg (28%)
ZEXU4566941: 6802kg (28%)
DNKZ3997039: 7600kg (28%)
RCTU5165281: 5216kg (28%)
CXBJ7112817: 5095kg (28%)
VTGU8009719: 6584kg (28%)
XUDU2899651: 4977kg (28%)
IWNJ1386160: 8235kg (28%)
CUCU6392517: 5000kg (28%)
VJIU3158167: 4709kg (28%)
TGHJ6944491: 3105kg (28%)
VXZJ6661654: 4265kg (28%)
PAFU9441468: 2983kg (28%)
DMZJ4341318: 7367kg (28%)
SNKZ2933225: 6599kg (28%)
YBWJ7765863: 5210kg (28%)
KNCJ6387768: 3244kg (28%)
MMCJ7703435: 6868kg (28%)
HLCJ4208018: 6079kg (28%)
ZGPJ5522054: 7212kg (27%)
KTUJ6517244: 7880kg (27%)
ZUEU1727716: 4059kg (27%)
EPNU1498131: 6388kg (27%)
TGXJ5361166: 4020kg (27%)
CIBU1530489: 4172kg (27%)
QJJJ3474664: 2890kg (27%)
VKIU5885855: 6947kg (27%)
RMJJ9675098: 6920kg (27%)
PEDZ5658691: 6106kg (27%)
CSTZ1924271: 6767kg (27%)
PUJJ4071380: 6184kg (27%)
YURU5473161: 7826kg (27%)
ZGJZ4781104: 5035kg (27%)
QGGZ4227506: 5013kg (27%)
FZQJ4037453: 5376kg (27%)
BGDJ2329703: 3912kg (27%)
RJNU3083463: 6521kg (27%)
TLYJ4689347: 5611kg (27%)
GCZJ5824986: 5611kg (27%)
UGEZ9800020: 3204kg (27%)
QQJZ6232208: 6646kg (27%)
SSOZ8263018: 4515kg (27%)
QLVZ8080580: 5101kg (27%)
ZHJU0342019: 3828kg (27%)
XWDU2638568: 5075kg (27%)
PTDU3323211: 4586kg (27%)
UGWZ2507209: 5643kg (27%)
YVVU1479842: 5805kg (27%)
PILZ8936420: 3403kg (27%)
AFRJ3000002: 4548kg (27%)
SEQZ2790936: 7514kg (27%)
QRWZ9005619: 7746kg (27%)
ZWJJ2752493: 6201kg (27%)
XRLJ6026249: 5540kg (27%)
ZMSZ4865316: 4734kg (27%)
EHKJ5823728: 4360kg (27%)
HUNJ6339971: 6893kg (27%)
GWGZ1004261: 6998kg (27%)
VTZZ2510262: 7982kg (27%)
XSIJ7162608: 4279kg (27%)
XUIU8447365: 7797kg (27%)
XBTZ9214531: 4800kg (27%)
UVMU1872407: 7554kg (27%)
PJCJ0794514: 5246kg (27%)
VCZU0766388: 3215kg (27%)
QFZZ0313458: 6178kg (27%)
OWGJ0497443: 5276kg (27%)
LFMU1378191: 5044kg (27%)
ECSZ7751422: 3958kg (27%)
BWKJ3386821: 5209kg (27%)
BHVU0482790: 5532kg (27%)
BLEJ9159277: 4780kg (27%)
UIYU3641396: 3613kg (27%)
KAFZ5736672: 8061kg (27%)
HJLJ1910274: 7415kg (27%)
OYHZ4818789: 6790kg (27%)
UFWU7016428: 5593kg (27%)
JGSJ0163945: 5192kg (27%)
AGSJ6414768: 5454kg (27%)
GODJ9949896: 3996kg (27%)
VPJZ5131462: 6472kg (27%)
CHMZ2588035: 5407kg (27%)
YAKZ2240995: 6478kg (27%)
LFTU3075145: 7594kg (27%)
OISU8923948: 4875kg (27%)
PKKJ8246566: 5935kg (27%)
SWRZ6576079: 5707kg (27%)
IYAU2619440: 5795kg (27%)
OVJU1649279: 3342kg (27%)
NTGZ2105740: 6660kg (27%)
XEFZ5659996: 4240kg (27%)
WYZU2411618: 6522kg (27%)
ROYU9004117: 7513kg (27%)
HOAJ6905092: 3582kg (27%)
KGDZ8955251: 6090kg (27%)
GLAZ7754669: 5471kg (27%)
FVDU6205550: 3339kg (27%)
BTQJ3418970: 4344kg (27%)
XRZU9328967: 2746kg (27%)
YGYJ7323072: 4212kg (27%)
QBRZ0627351: 3989kg (27%)
QUFJ1141444: 4722kg (27%)
ICUJ4059582: 4048kg (27%)
SDCU9204222: 5092kg (27%)
IHBZ8031572: 5738kg (27%)
QGTU9091716: 5521kg (27%)
YPRJ2128462: 7999kg (27%)
ALPJ1354100: 5516kg (27%)
AGDJ5633899: 7469kg (27%)
YGKZ7840794: 6269kg (27%)
CCMJ4160390: 6720kg (27%)
NTIU3732413: 3788kg (27%)
RYGZ4447934: 6425kg (27%)
LIBU6742591: 5413kg (27%)
MEZU9829220: 7322kg (27%)
HPYU0102261: 6551kg (27%)
DNWJ6060228: 4618kg (27%)
IKZZ3882785: 5718kg (27%)
ASYU1821989: 5774kg (27%)
CYBU5699898: 6724kg (27%)
MMNJ0818864: 8010kg (27%)
SPVU7341551: 5714kg (27%)
SONU0230455: 7577kg (27%)
WZTZ1731458: 3653kg (27%)
MSGJ2159916: 4801kg (27%)
BTBJ8926432: 5956kg (27%)
LBTU3376574: 8114kg (27%)
NONJ0552977: 3460kg (27%)
MCKU3466789: 4340kg (27%)
RRKJ9501922: 4942kg (26%)
ISXU0374446: 6757kg (26%)
UDOJ3995307: 5823kg (26%)
VBOU0808866: 6197kg (26%)
ACEU4886868: 4350kg (26%)
JFOZ7601531: 4576kg (26%)
EOLZ8862157: 6591kg (26%)
WRJZ1194559: 6540kg (26%)
UYVU4065871: 7417kg (26%)
CZNZ2860859: 5464kg (26%)
ZBXZ6073560: 5425kg (26%)
UIKJ0026710: 3885kg (26%)
PPMZ7310215: 4348kg (26%)
ONUZ3220376: 5862kg (26%)
GDPJ5850964: 6820kg (26%)
NSGZ6229817: 7517kg (26%)
GRGJ1800964: 6907kg (26%)
WTZU3272803: 6119kg (26%)
SSLZ1370119: 7313kg (26%)
JMUJ9052204: 5759kg (26%)
MZDJ1460185: 6213kg (26%)
BOSJ5878217: 3391kg (26%)
YEAU9321100: 5977kg (26%)
OPCU3880493: 3619kg (26%)
GJSZ1975726: 4354kg (26%)
LJCZ7248866: 5369kg (26%)
YTBZ8174143: 4524kg (26%)
PWTZ1758500: 5786kg (26%)
PPBU4933361: 6884kg (26%)
YOKU7108446: 4880kg (26%)
NFKZ1110372: 4199kg (26%)
JCKU6130778: 6509kg (26%)
FHYU1020496: 7319kg (26%)
HNXU3736710: 5053kg (26%)
HFSZ3317456: 2871kg (26%)
YVSU2325112: 7597kg (26%)
LXAZ1286424: 4007kg (26%)
JWMU1757776: 5121kg (26%)
SEKU2233180: 7604kg (26%)
SUUZ0875246: 6661kg (26%)
GGPZ5737344: 6839kg (26%)
ODOU1431923: 5600kg (26%)
SESJ8744299: 4439kg (26%)
WFTJ8237464: 3825kg (26%)
YEYZ6667402: 6231kg (26%)
RVWZ0159765: 7559kg (26%)
AUCJ9730525: 5179kg (26%)
UKQU0782299: 4733kg (26%)
VOPZ7544064: 5650kg (26%)
MDOZ5034829: 7466kg (26%)
RETJ1147851: 5292kg (26%)
RIGZ2303789: 2753kg (26%)
JERZ7507245: 5324kg (26%)
YWRZ9830271: 4169kg (26%)
GNZJ9462777: 6118kg (26%)
OLTZ0532066: 3718kg (26%)
AOXJ0447757: 7446kg (26%)
KTGU7945992: 4417kg (26%)
XBJZ6524747: 5339kg (26%)
PFFJ8155693: 6223kg (26%)
LGTJ9684672: 6751kg (26%)
XZDJ1611019: 3979kg (26%)
ZCLU4721563: 5972kg (26%)
ITBZ7491997: 4109kg (26%)
FWJZ9985033: 6048kg (26%)
EPHZ3604697: 4316kg (26%)
DVVJ7059207: 6165kg (26%)
LDUU9037725: 6500kg (26%)
LWOJ5983548: 6009kg (26%)
PIZZ2005173: 7438kg (26%)
QCZJ9456936: 6086kg (26%)
TMIZ6152249: 5681kg (26%)
WQTZ0092116: 7557kg (26%)
WGMZ6346190: 5708kg (26%)
SDZU4804681: 3931kg (26%)
UAIU4481169: 4298kg (26%)
KVYU7252107: 3435kg (26%)
RQZJ2752129: 5976kg (26%)
MCHZ2861807: 4663kg (26%)
AKXU4138315: 5602kg (26%)
NIXJ8400832: 4158kg (26%)
EBPJ4363482: 5850kg (26%)
COSJ4661836: 4389kg (26%)
XQVJ8910865: 5607kg (26%)
HFRJ5546500: 3868kg (26%)
TJCZ1122960: 5049kg (26%)
SUSU8009089: 4608kg (26%)
NGJZ9490763: 5164kg (26%)
MXGJ7091013: 6881kg (26%)
IZNZ8555369: 4696kg (26%)
MFTJ3460763: 5472kg (26%)
OKYJ5519724: 3342kg (26%)
SUVZ4732108: 4899kg (26%)
LTEJ3188109: 7603kg (26%)
USTZ5611756: 3892kg (26%)
TWHJ2034421: 4080kg (26%)
JBCZ0437143: 7137kg (26%)
KZVZ6308212: 5534kg (26%)
JCHU9674567: 3875kg (26%)
PFKU4333664: 3785kg (26%)
EGBU7629024: 7539kg (26%)
KVUZ2466866: 5663kg (26%)
OEAZ0371992: 6265kg (26%)
LHUU6526558: 5112kg (26%)
URCZ3005264: 5633kg (26%)
LLUU7459200: 7280kg (26%)
OHLZ5087198: 5783kg (26%)
SKUZ2641130: 6265kg (26%)
QAKU5102033: 3056kg (26%)
WPOU3422349: 5218kg (26%)
ZOTU4734576: 5971kg (26%)
BONJ5337534: 7407kg (26%)
MBSZ5669558: 5085kg (26%)
MOWZ1471735: 4060kg (26%)
YOXZ7529443: 6078kg (26%)
UWJJ2473812: 7362kg (26%)
YISJ0213866: 6094kg (26%)
OCNJ1581580: 5323kg (26%)
QDDU8881645: 5894kg (26%)
LIZU7100767: 5965kg (25%)
WNBU5323700: 6406kg (25%)
AUWJ8715593: 6369kg (25%)
VLEZ3235335: 6562kg (25%)
AGRZ7538632: 6955kg (25%)
ANMU7819993: 3632kg (25%)
PUUZ7826558: 5662kg (25%)
OSIZ7779763: 6467kg (25%)
WWTZ0643241: 2580kg (25%)
ABDZ4224913: 5036kg (25%)
VHJZ0584268: 7113kg (25%)
MPEJ5489741: 5554kg (25%)
PACJ7300372: 4758kg (25%)
WDUJ1707281: 4420kg (25%)
SGUU4352753: 5611kg (25%)
KOBU2999585: 4124kg (25%)
MJAU5399973: 3975kg (25%)
BEZU8121928: 5382kg (25%)
JMPJ6669103: 6197kg (25%)
FWMZ5378305: 5903kg (25%)
SVJJ2767744: 4108kg (25%)
JYMJ2568009: 5363kg (25%)
SDSZ7016694: 4263kg (25%)
INEJ7371450: 5027kg (25%)
OPYZ5681563: 3743kg (25%)
WNDU3354359: 3657kg (25%)
MSTJ4459580: 2791kg (25%)
OQZU3138690: 7333kg (25%)
HNNJ2098811: 4040kg (25%)
LNNJ0979882: 3616kg (25%)
QMRZ4990411: 4896kg (25%)
YMKU8768009: 4619kg (25%)
MQOJ1180027: 5221kg (25%)
SMZZ3172289: 6347kg (25%)
GRYU5887042: 3779kg (25%)
PNGU6592962: 6932kg (25%)
PPJU8752385: 5815kg (25%)
TUUZ9674424: 5308kg (25%)
WFYZ3517778: 6805kg (25%)
GVNJ5853051: 5554kg (25%)
PLNU9825441: 4647kg (25%)
IXVZ4521869: 5326kg (25%)
PRVJ1819514: 3677kg (25%)
AKSZ0963796: 3612kg (25%)
TOHJ1484060: 6275kg (25%)
GGHU2236668: 6736kg (25%)
JMCJ8581742: 5263kg (25%)
NUUJ8162383: 6164kg (25%)
ZRLJ0498286: 3322kg (25%)
PABU6256442: 7360kg (25%)
MEKJ2481509: 3068kg (25%)
UOBU7002262: 6390kg (25%)
ETQJ5613335: 4728kg (25%)
DIZZ6131042: 3333kg (25%)
YFIU2409844: 4452kg (25%)
MZTJ1076049: 3064kg (25%)
MWDJ4079816: 6536kg (25%)
LJKJ0545861: 4913kg (25%)
CDEZ0729296: 6588kg (25%)
KOFJ9005836: 7046kg (25%)
MIZJ9586785: 6619kg (25%)
RGMJ7919772: 5852kg (25%)
KYVZ8124755: 6754kg (25%)
JMPU9986631: 3781kg (25%)
PTRU9596529: 4764kg (25%)
